status,list,section,supplementary,ordinal,printed_ordinal,author,title,year,work_id,score,entry
matched,Working Filmography,,False,3,3,"Arteaga, Marcela, directora",El guardián de la memoria,2019,arteaga-el-guardian-de-la-memoria-2019,1.0,"Arteaga, Marcela, directora. El guardián de la memoria. 2019."
matched,Working Filmography,,False,4,4,"Esteinou, Santiago, Javier Campos López, y Axel Pedraza, directores",Mukí Sopalírili Aligué Gawichí Nirúgame / The Woman of Stars and Mountains,2023,esteinou-muki-sopalirili-aligue-gawichi-nirugame-2023,1.0,"Esteinou, Santiago, Javier Campos López, y Axel Pedraza, directores. Mukí Sopalírili Aligué Gawichí Nirúgame / The Woman of Stars and Mountains. 2023."
matched,Working Filmography,,False,5,5,"Huezo, Tatiana, directora",Tempestad,2016,huezo-tempestad-2016,1.0,"Huezo, Tatiana, directora. Tempestad. 2016."
matched,Working Filmography,,False,6,6,"Portillo, Lourdes, directora",Señorita extraviada,2001,portillo-senorita-extraviada-2001,1.0,"Portillo, Lourdes, directora. Señorita extraviada. 2001."
matched,Working Filmography,,False,7,7,"Reggio, Godfrey, director",Visitors,2013,reggio-visitors-2013,1.0,"Reggio, Godfrey, director. Visitors. 2013."
matched,Working Filmography,,False,8,8,"Rivera, Alex, director",Sleep Dealer,2008,rivera-sleep-dealer-2008,1.0,"Rivera, Alex, director. Sleep Dealer. 2008."
matched,Working Filmography,,False,9,9,"Ruiz, Bernardo, director",Kingdom of Shadows,2015,ruiz-kingdom-of-shadows-2015,1.0,"Ruiz, Bernardo, director. Kingdom of Shadows. 2015."
matched,Working Filmography,,False,10,10,"Rulfo, Juan Carlos, y Carlos Hagerman, directores",Los que se quedan,2008,rulfo-los-que-se-quedan-2008,1.0,"Rulfo, Juan Carlos, y Carlos Hagerman, directores. Los que se quedan. 2008."
matched,Working Filmography,,False,11,11,"López, Issa, directora",Vuelven,2017,lopez-vuelven,1.0,"López, Issa, directora. Vuelven. 2017."
matched,Working Filmography,,False,12,12,"Lyon, Danny, director",Llanito,1971,lyon-llanito-1971,1.0,"Lyon, Danny, director. Llanito. 1971."
matched,Working Filmography,,False,13,13,"Price, Roland, y Harry J","Revier, directores",1936,price-lash-penitentes-1936,1.0,"Price, Roland, y Harry J. Revier, directores. The Lash of the Penitentes. 1936."
gone,I. Theory,A,,8,,"Williams, Gareth",The Other Side of the Popular: Neoliberalism and Subalternity in Latin America,2002,williams-the-other-side-of-the-2002,,
